mssv,lopsh,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,drl_hk11,drl_hk12,drl_hk13,drl_hk14
E8100F85XPvAibaEXe+kwIr/VXjl06p43mqKWKpK, ,,94.0,99.0,,,,,,,,,,,
E835A45FXPvAibaEXe9Zp44TyFcBSFD25Xop3i7v, MTCL2019,,,,,,,,,,,,,,
E84DE35EXPvAibaEXe/Ae0QceO7lRKzquhPO0hVx, HTTT2017,,,,,,,,,,,,,,
E8506363XPvAibaEXe+r7f7XCVFwZn9B2GY65sNU, MMTT2016,,,,,,,,,,,,,,
E854A3AFXPvAibaEXe+g+689Av0WQ2EGhzPU1Qh5, MTCL2019,,,,,,,,,,,,,,
E85A8096XPvAibaEXe91kmICrkek2p33YM4EBM4q, KHCL2017,,,,,,,,,,,,,,
E85D6042XPvAibaEXe+F5/cNCOrl8b/YMEsp2Kyo, PMCL2016,,,,,,,,,,,,,,
E86145BAXPvAibaEXe9WkeUltvPYdwsQdpQAoeWH, HTCL2017,,,,,,,,,,,,,,
E8629CEEXPvAibaEXe/sDxpKTuGnIMWG79iPojsL, KHMT2015,,,,,,,,,,,,,,
E8640346XPvAibaEXe9upvU5DvuC9rA/E48uBeDI, ,,82.0,85.0,,,,,,,,,,,
E86A9E15XPvAibaEXe/ji2wENvGp6DQ1mUZrJ3IV, ,,90.0,81.0,,,,,,,,,,,
E86B38A8XPvAibaEXe/X5ZhFzI36lPdnqzWA/hpi, HTTT2015,,,,,,,,,,,,,,
E878F35EXPvAibaEXe/jZh6ZxmAv+rFpEPsLrUE/, TMĐT2018,,,,,,,,,,,,,,
E879B5C5XPvAibaEXe81w9eVvyp+l3AUrVct22D5, ANTT2015,,,,,,,,,,,,,,
E890E973XPvAibaEXe9syD7Vfew2qUAmdsidJGcM, ATCL2018,,,,,,,,,,,,,,
E8A50C92XPvAibaEXe+MmAntcCanjFHytG9GDVOw, HTCL2018,,,,,,,,,,,,,,
E8AA6831XPvAibaEXe92/FvKjToSoTO9yClebju/, PMCL2019,,,,,,,,,,,,,,
E8B314E9XPvAibaEXe/GP74oAJxkeJbsEk9Q36Ww, KHMT2014,63.0,,,,,,,,,,,,,
E8B62779XPvAibaEXe+RJ/Hp4D2y80sWiccrtoip, HTCL2015,,,,,,,,,,,,,,
E8BA7679XPvAibaEXe88L+jeN4TPmwIc2BoClZgk, ANTN2016,,,,,,,,,,,,,,
E8BCDEE7XPvAibaEXe+Ee/bNoyDJsoy3ZBF9u7q9, CNTT2019,,,,,,,,,,,,,,
E8BDCD70XPvAibaEXe8zN2KKhdLFumRSso4oNxFS, HTCL2018,,,,,,,,,,,,,,
E8C96540XPvAibaEXe9mu9ZmuYOdkv5qYo375lfI, KHDL2019,,,,,,,,,,,,,,
E8D6561CXPvAibaEXe9E+yOJSz6HoQKpuHPG9Ly9, KTMT2015,,,,,,,,,,,,,,
E8DCBCE9XPvAibaEXe+YGniCiyMp00Njz5UXoXOM, HTCL2015,,,,,,,,,,,,,,
E8DF3B42XPvAibaEXe9dgf/EzU6ZBTr//uJsDNHA, TMCL2019,,,,,,,,,,,,,,
E8E4ADB2XPvAibaEXe/AdnwkoyhfDsgpoaEF+gFF, ATTT2017,,,,,,,,,,,,,,
E8EF5FECXPvAibaEXe9npw4GElGYwc8Qu4fCRzoz, MTCL2015,,,,,,,,,,,,,,
E8F07A6AXPvAibaEXe+3hDjf+K3BYcXmS2At8CoT, HTTT2017,,,,,,,,,,,,,,
E8F3AB36XPvAibaEXe+oAybUv81bbh8cI4AooEYz, PMCL2016,,,,,,,,,,,,,,
E8F86B42XPvAibaEXe+Qnco6wu+o6K/z8+g4tmGo, KHTN2015,,,,,,,,,,,,,,
E904F32CXPvAibaEXe9exxmVkEmOje8D/Bj+kGiF, ATCL2017,,,,,,,,,,,,,,
E907A4DAXPvAibaEXe+Y5CB/5gt3MMEtpeI9uUCE, ,,67.0,100.0,,,,,,,,,,,
E90E1277XPvAibaEXe/wM5TrBBCDMYjuhhJRnFGL, ANTT2015,,,,,,,,,,,,,,
E918A472XPvAibaEXe/kVP5zrg5wIW5pqxmRzfky, ATTT2019,,,,,,,,,,,,,,
E92C604FXPvAibaEXe+TFgEDwYNnvUQ2ahxW4uwh, ,,83.0,78.0,64.0,,,,,,,,,,
E934BCD3XPvAibaEXe86736b6Ol+/MLJ5vOrqV8U, ,,44.0,71.0,,,,,,,,,,,
E93510BEXPvAibaEXe9e953jV3NnLjz3gtlFPnGx, CTTT2018,,,,,,,,,,,,,,
E94A83F8XPvAibaEXe9RV3kg6cpLDKSkuuD/wPM/, HTTT2015,,,,,,,,,,,,,,
E94EFE6BXPvAibaEXe/WIUWn3FBMGIYAl2ml3RZe, HTCL2015,,,,,,,,,,,,,,
E955672EXPvAibaEXe+vuDGG5hNDv0w7HQ6Pf55r, MTCL2019,,,,,,,,,,,,,,
E9584527XPvAibaEXe+M91Hzrx3qML2oJe18prj8, KTPM2019,,,,,,,,,,,,,,
E95E7C6DXPvAibaEXe+1j/AqdkpM22DHf6P99fDJ, ,,100.0,100.0,,,,,,,,,,,
E9663523XPvAibaEXe9NZBs7fjgAwcNVPcSAOMdb, MMTT2018,,,,,,,,,,,,,,
E969972FXPvAibaEXe/QPFjJxKB5fofHe1UuyKfI, MMTT2017,,,,,,,,,,,,,,
E97308BEXPvAibaEXe/Ko3VBeq65/0VB+cx8DiJ2, MMTT2014,100.0,,,,,,,,,,,,,
E981BEE6XPvAibaEXe9FRFgWLD9noYEKjvcXREH4, PMCL2017,,,,,,,,,,,,,,
E983FACAXPvAibaEXe9gPSUylTm3ERA0ZVDEgm1G, KTPM2018,,,,,,,,,,,,,,
E9881298XPvAibaEXe/B5ptYzPZ33uxP//3lZ8YC, KTMT2019,,,,,,,,,,,,,,
E9883104XPvAibaEXe/A9ztpERERkN/MK8aFJXPy, CNCL2019,,,,,,,,,,,,,,
E991819BXPvAibaEXe+jRlsyXvmhz9GFYCsCFcJG, KHTN2019,,,,,,,,,,,,,,
E997D336XPvAibaEXe+cD1fKElqxL3Gg+IEXlrlL, ,,54.0,-30.0,,,,,,,,,,,
E99B4516XPvAibaEXe+7yjglV2dMp14jHOvPpiw5, KTMT2017,,,,,,,,,,,,,,
E99E9EA2XPvAibaEXe+LLvbxzunmJFOIkyW9ng8u, ,,100.0,100.0,100.0,,,,,,,,,,
E9A18589XPvAibaEXe+Bn/Kbq8h84OcmHXv/YLAD, KTMT2019,,,,,,,,,,,,,,
E9AA9B55XPvAibaEXe8a4mdANazFZESxlFqogJtT, MMTT2015,,,,,,,,,,,,,,
E9BBDEFAXPvAibaEXe/Dy4K4yiQpOCeGcJ6wYi83, ,,88.0,90.0,94.0,,,,,,,,,,
E9C56DA1XPvAibaEXe91GJZByEKtSRimNEV+VE9s, KTPM2018,,,,,,,,,,,,,,
E9C9D84CXPvAibaEXe+3IeSFe/CqDPyfMC3LJci5, CNCL2019,,,,,,,,,,,,,,
E9D0E530XPvAibaEXe8c9xa8228bbfqeuIsvn9sm, MMTT2018,,,,,,,,,,,,,,
E9D6C723XPvAibaEXe9V1gtTDRnQF3no6iq1vTp8, MMTT2014,74.0,,,,,,,,,,,,,
E9DBAD01XPvAibaEXe8ZCBSJNuktiK9QwCr7ZrDZ, HTTT2018,,,,,,,,,,,,,,
E9EC0E79XPvAibaEXe9n6M+kQhqu8vXp4f9LLODR, HTTT2016,,,,,,,,,,,,,,
E9F66C68XPvAibaEXe9oenRjqNmEXxvlUitwELxr, MMTT2014,77.0,,,,,,,,,,,,,
EA0847F0XPvAibaEXe+wCRIlhV+1X8xOSYw7pQZ0, KTPM2018,,,,,,,,,,,,,,
EA1D81AFXPvAibaEXe/RnFf25EKRr7/Z28Po+End, MMTT2016,,,,,,,,,,,,,,
EA22C745XPvAibaEXe+3IeSFe/CqDAIawsMsmxLy, MTCL2019,,,,,,,,,,,,,,
EA2A92C2XPvAibaEXe99J3nD1pBZIshWCsT6VhsJ, MMTT2015,,,,,,,,,,,,,,
EA3000CBXPvAibaEXe8/V1eK05z0480RRgFFC3q0, MTCL2015,,,,,,,,,,,,,,
EA3AD08BXPvAibaEXe+TFgEDwYNnvUPQ6K65N1LS, ,,70.0,71.0,,,,,,,,,,,
EA48A70DXPvAibaEXe+A+6mRsShfH+65vTSkgYPY, MTCL2015,,,,,,,,,,,,,,
EA4C9817XPvAibaEXe/WTR5UGsYutGlWj7FpbQsE, KHMT2016,,,,,,,,,,,,,,
EA5B909FXPvAibaEXe+7P4TS0/ikVWIgtv30JvpE, PMCL2016,,,,,,,,,,,,,,
EA5C3600XPvAibaEXe96K1aB3B4cKYcgi+qudqoq, CNTT2016,,,,,,,,,,,,,,
EA5CA259XPvAibaEXe/7VNok06ub0IqniCJoX9Ie, HTCL2019,,,,,,,,,,,,,,
EA6834FDXPvAibaEXe+aquNtcMIbv7jIy7HT5axR, CNCL2019,,,,,,,,,,,,,,
EA6B1CE3XPvAibaEXe/agc6/owW5CCUBcx4z66Gh, KTPM2016,,,,,,,,,,,,,,
EA7B8E5FXPvAibaEXe8zjuWfAVBr9cS9jZZ7+sgV, TMĐT2016,,,,,,,,,,,,,,
EA8D044DXPvAibaEXe/67dyjFFUOJqjKETmoSjS5, KTMT2017,,,,,,,,,,,,,,
EA90C578XPvAibaEXe+T+pdYLenbroGWp4XpE1fi, TMĐT2017,,,,,,,,,,,,,,
EA96D40FXPvAibaEXe+Fy1phPq2H8sLb6Y47BSEP, KHCL2018,,,,,,,,,,,,,,
EA9BD2A7XPvAibaEXe/5SY0P9d9+ePS3OI33kBrB, KHMT2014,77.0,,,,,,,,,,,,,
EA9D1437XPvAibaEXe+PAOVcd+LnOXg88hW+auPG, MMTT2015,,,,,,,,,,,,,,
EAA0B693XPvAibaEXe99j2P15eeB04XwhZ0tzlI4, ,,88.0,92.0,,,,,,,,,,,
EAA332FDXPvAibaEXe9p2uXWEeSl6ocKGetWDEPh, CNTT2018,,,,,,,,,,,,,,
EAAF64C2XPvAibaEXe/CISFtEmjHAG0VPiE3n9pd, MMTT2017,,,,,,,,,,,,,,
EAB575CAXPvAibaEXe/A1zCqCr2yayNVcL0naH6W, TMĐT2016,,,,,,,,,,,,,,
EACBAED9XPvAibaEXe/6gqqbvLbYMxyF6EC3RPOZ, HTCL2019,,,,,,,,,,,,,,
EAD40691XPvAibaEXe+wmtNhlfgIwtb87cTjmzYb, ,,59.0,,,,,,,,,,,,
EAE06A5DXPvAibaEXe9npw4GElGYwT19PZ/fuxfj, PMCL2015 ,,,,,,,,,,,,,,
EAE7D3DEXPvAibaEXe8G+DN2/i3prxc19egjVMaF, ANTT2016,,,,,,,,,,,,,,
EAEA332CXPvAibaEXe9/su+qLcYDMtK7PvaLWMdM, ,,86.0,78.0,,,,,,,,,,,
EAFB8611XPvAibaEXe+wmtNhlfgIwhUtxuTJu+OP, ,,62.0,73.0,,,,,,,,,,,
EAFE78B5XPvAibaEXe+RJ/Hp4D2y83XUR3/zeL6W, CTTT2015,,,,,,,,,,,,,,
EB000B1DXPvAibaEXe94sKKoWENjB9jVXJTJTgf/, KHCL2019,,,,,,,,,,,,,,
EB03867FXPvAibaEXe8YlvtcvZCDlTPj21ieypf3, MTCL2017,,,,,,,,,,,,,,
EB088421XPvAibaEXe9aucNQ7/14aMv4g9KsRfJR, ,,100.0,81.0,92.0,,,,,,,,,,
EB097949XPvAibaEXe+43HJfrfERJL2qy4GDIBkq, ATCL2018,,,,,,,,,,,,,,
EB14E12BXPvAibaEXe9drMWeKYE4jOmeGLP8lAdq, KTPM2019,,,,,,,,,,,,,,
EB214DE3XPvAibaEXe80vzpG0swknxt28/oQU9HW, CTTT2018,,,,,,,,,,,,,,
EB356F7AXPvAibaEXe90TjJq9LqiZiZ3rmlqN9SM, KTPM2017,,,,,,,,,,,,,,
EB376B49XPvAibaEXe8YlvtcvZCDlc3LiWWIRi7k, KHCL2017,,,,,,,,,,,,,,
EB5CFA8AXPvAibaEXe/iqucx09gCDHY9wZy8++47, KTPM2019,,,,,,,,,,,,,,
EB61647CXPvAibaEXe+IVHw2W4Uqat2aIsIjo8OH, ATCL2019,,,,,,,,,,,,,,
EB765DEEXPvAibaEXe++7urnOIV05GqtXQcAVMan, KHCL2019,,,,,,,,,,,,,,
EB772A32XPvAibaEXe/zT99h3DDtvTNj1HxeDAs3, CNTT2018,,,,,,,,,,,,,,
EB82138BXPvAibaEXe/PfwiDaLddElR/HUbs+e7O, PMCL2019,,,,,,,,,,,,,,
EB858A9EXPvAibaEXe+kwIr/VXjl06GMqaN1u5Lh, ,,65.0,65.0,,,,,,,,,,,
EB87A112XPvAibaEXe+yU1j0ocViqSbXKj24nkqQ, ,,65.0,67.0,,,,,,,,,,,
EB8B0003XPvAibaEXe/Nq24Gaz1fefBxfdHO6wr5, KTMT2017,,,,,,,,,,,,,,
EB931F1CXPvAibaEXe+/CLVp0yIG04sgyP3jQumU, PMCL2019,,,,,,,,,,,,,,
EB9E6EECXPvAibaEXe+Xxbs4kvH/k+NR1M9IN9qL, KTMT2014,100.0,,,,,,,,,,,,,
EBA37443XPvAibaEXe++B0JyCbXA1I08YIdcevqB, MMCL2019,,,,,,,,,,,,,,
EBB79892XPvAibaEXe99GOtI/HwJhdMd8xeZ4JnD, ,,99.0,99.0,100.0,,,,,,,,,,
EBC55C2BXPvAibaEXe/7YVAxOsMwOk0EasYVdFSG, KTMT2016,,,,,,,,,,,,,,
EBC8A649XPvAibaEXe+fmxcqgvribIboSP1ToKmG, ,,86.0,83.0,,,,,,,,,,,
EBC8B8A3XPvAibaEXe9puzAyruoCKT2ugJpFJXJJ, ATTT2018,,,,,,,,,,,,,,
EBCB2BADXPvAibaEXe/jZh6ZxmAv+tw7VJTwJEHJ, CNTT2018,,,,,,,,,,,,,,
EBD19724XPvAibaEXe+e2tIVVtPhOcaV6NUoBkqc, KHMT2019,,,,,,,,,,,,,,
EBE82AB1XPvAibaEXe8oOckqmsrcbTbJGnb1SYRX, KHMT2014,75.0,,,,,,,,,,,,,
EBE92217XPvAibaEXe8PCwJaf/8k/FzOTrD1Y5eE, CNTT2018,,,,,,,,,,,,,,
EBEB0A59XPvAibaEXe9E+yOJSz6HoVHmiq8yehqc, HTTT2015,,,,,,,,,,,,,,
EBED9FCEXPvAibaEXe+1exR/9VxBIzqUk9BTRzLg, HTTT2019,,,,,,,,,,,,,,
EBF3351EXPvAibaEXe/m6K07u0dn9xcpEQ2OKuVX, KTMT2014,66.0,,,,,,,,,,,,,
EBFA124EXPvAibaEXe9Xnw4t0GPgx7HtC6Nbck0b, ,,78.0,84.0,78.0,,,,,,,,,,
EBFAF43FXPvAibaEXe/iGey/Hml5usiIH6gpBvGO, HTCL2017,,,,,,,,,,,,,,
EBFB9448XPvAibaEXe+IVHw2W4UqajGc1g2HShpV, CNTT2019,,,,,,,,,,,,,,
EBFBD418XPvAibaEXe9mjVtuyMJi9I9Mbsg0ho+N, MTCL2015,,,,,,,,,,,,,,
EC0E204BXPvAibaEXe92Umf5pb/ttm+OJa0U0aSz, MMTT2018,,,,,,,,,,,,,,
EC10B227XPvAibaEXe9w3p4OJXtSaDRBcgh4NOxe, KTPM2018,,,,,,,,,,,,,,
EC15F644XPvAibaEXe+Ee/bNoyDJskC9WJ6nr3Ae, PMCL2019,,,,,,,,,,,,,,
EC265CBFXPvAibaEXe/Fuy4XnWnIVspQDBfZ6Qel, CNTT2017,,,,,,,,,,,,,,
EC288A3AXPvAibaEXe/6muSCAeQUC0/HYwqGRTEN, ,,82.0,83.0,77.0,,,,,,,,,,
EC2C85C5XPvAibaEXe9drMWeKYE4jEIBzGUiU3z/, ATCL2019,,,,,,,,,,,,,,
EC30E576XPvAibaEXe94sKKoWENjB21QlLue7gzi, ATCL2019,,,,,,,,,,,,,,
EC316FF0XPvAibaEXe9QJDM9nE85iKT1pf3phr8M, KTPM2014,71.0,,,,,,,,,,,,,
EC37764CXPvAibaEXe+8xcWrHsA1KtIMxHPERy8w, KHCL2019,,,,,,,,,,,,,,
EC385B25XPvAibaEXe+zrGHfAUSFaSWfOcnuwhIE, PMCL2016,,,,,,,,,,,,,,
EC3AF43DXPvAibaEXe+RaLErOlzghaR4xpbM9w4S, PMCL2015 ,,,,,,,,,,,,,,
EC3C87C3XPvAibaEXe8hvnm4ihleLauLGDayuLJ6, ,,52.0,74.0,,,,,,,,,,,
EC4125D4XPvAibaEXe+EYzJPHISY8+oA9w+dx5gB, KHMT2016,,,,,,,,,,,,,,
EC52FE2AXPvAibaEXe/UqphXuwxfvJn0dEMmXHKl, CNTT2019,,,,,,,,,,,,,,
EC5DC80CXPvAibaEXe+3hDjf+K3BYSR/uKRz8hHl, MMTT2017,,,,,,,,,,,,,,
EC67C83FXPvAibaEXe+r7f7XCVFwZprJvUgra96+, PMCL2016,,,,,,,,,,,,,,
EC6A7728XPvAibaEXe/TOGeH6x1BlTvKStAB18TG, MMCL2019,,,,,,,,,,,,,,
EC6F48B4XPvAibaEXe+EAlU+wSWpDULU+v63Q4TB, ATCL2019,,,,,,,,,,,,,,
EC73C060XPvAibaEXe/CiPILllTJf2pSaWuw87oR, KTMT2015,,,,,,,,,,,,,,
EC78063AXPvAibaEXe9nP2x7vQNdVdUF/Vpia+JE, ATCL2019,,,,,,,,,,,,,,
EC7ABE87XPvAibaEXe9pXJcjrAt8XvnwV3kiU5pl, ATCL2017,,,,,,,,,,,,,,
EC7B7A1CXPvAibaEXe/RTfMBxsNERRr7S2F7buUF, KHMT2019,,,,,,,,,,,,,,
EC7F7325XPvAibaEXe/OS4eb0G5N4vXTblAEvGrP, CNTT2018,,,,,,,,,,,,,,
EC7FDAFAXPvAibaEXe9yRt5bXcOfsijDufwvpJgd, TMĐT2019,,,,,,,,,,,,,,
EC8A21ECXPvAibaEXe8bHoSDwbr9UmqihlFYfs8t, PMCL2019,,,,,,,,,,,,,,
EC8BF25AXPvAibaEXe8JDP83oALuEU0DrsqV1vPT, KTPM2019,,,,,,,,,,,,,,
EC8C917CXPvAibaEXe8qgRlcblbl2nIOON/wpsj6, PMCL2017,,,,,,,,,,,,,,
EC9847A0XPvAibaEXe+xRE5267JUoFjPpkePPDCJ, MTCL2014,77.0,,,,,,,,,,,,,
EC99A310XPvAibaEXe9F2tx/ToPx3H/qqDPJ7QaV, PMCL2016,,,,,,,,,,,,,,
EC99E930XPvAibaEXe+tSA7t7USLJxsqKIT1dxt6, ATTT2018,,,,,,,,,,,,,,
ECBEEED6XPvAibaEXe/NRwqjPAC0MBIgkQqu8fWa, MMTT2014,100.0,,,,,,,,,,,,,
ECD0FB3CXPvAibaEXe9E+yOJSz6HoWo8/+e+gTa4, MTCL2015,,,,,,,,,,,,,,
ECE75F21XPvAibaEXe8c9xa8228bbce9qN6VCIO3, CTTT2018,,,,,,,,,,,,,,
ECE76E0DXPvAibaEXe9YYF5FMCfolAEgvqGQYBtN, MMTT2015,,,,,,,,,,,,,,
ECE912B4XPvAibaEXe/Yg42D1b4hlIdlAX3kjGQA, KHDL2019,,,,,,,,,,,,,,
ECF9A717XPvAibaEXe8IGiiWauHvTANl1CAS/FgB, CNTT2017,,,,,,,,,,,,,,
ED0136C2XPvAibaEXe/baq/wvVlH/nzl+Ie9Y14x, CTTT2017,,,,,,,,,,,,,,
ED054C05XPvAibaEXe91GJZByEKtSdbSdveZ6imT, PMCL2018,,,,,,,,,,,,,,
ED06B377XPvAibaEXe8/V1eK05z042zgE47TRfrh, MTCL2015,,,,,,,,,,,,,,
ED115863XPvAibaEXe9puzAyruoCKVqmP5JLKX2e, CNTT2018,,,,,,,,,,,,,,
ED123CFBXPvAibaEXe92C4qaj9kvHzy3ywisWZ4a, MMTT2016,,,,,,,,,,,,,,
ED163077XPvAibaEXe/QLz2rC0qlTMMxM1+Jetnm, KHDL2018,,,,,,,,,,,,,,
ED1CB4E9XPvAibaEXe/RnFf25EKRr8vq/Fq6FmJh, MTCL2016,,,,,,,,,,,,,,
ED218BC0XPvAibaEXe80CLygfiFTYBh7rOFupLnS, ANTT2014,77.0,88.0,,,,,,,,,,,,
ED396D3BXPvAibaEXe8Hc2wHUxgky4CO+jMdQoBQ, KHDL2019,,,,,,,,,,,,,,
ED48A9E7XPvAibaEXe8n5o9RyAxUM4PXiL843XXo, ATTT2017,,,,,,,,,,,,,,
ED4944DBXPvAibaEXe8cSwcDAK/pUOtZsbptuRcq, KTMT2017,,,,,,,,,,,,,,
ED4FA2F4XPvAibaEXe8rZ8NuCiCoOU5J7hgCCNys, KHMT2019,,,,,,,,,,,,,,
ED5303AEXPvAibaEXe8u6ih8pRJJpGMqWC7KZIJR, KTMT2015,,,,,,,,,,,,,,
ED534624XPvAibaEXe+NnQrnI1K9JPjvFY/Pc6z4, KHMT2017,,,,,,,,,,,,,,
ED552C61XPvAibaEXe/7BYdCAEGEzQbJ/xizIfvK, HTTT2016,,,,,,,,,,,,,,
ED5A0E45XPvAibaEXe/CiPILllTJf8s+lllUG7Kd, KHTN2015,,,,,,,,,,,,,,
ED5A19E5XPvAibaEXe/yXiKgsgy0sj0LTvQXzl31, ,,75.0,29.0,,,,,,,,,,,
ED65A12FXPvAibaEXe/V63KvIWwakO6bbK/9qG4A, MMCL2017,,,,,,,,,,,,,,
ED6EF6C8XPvAibaEXe/Hpk/kOf6+1RerfM4Z/+YU, ,,71.0,83.0,,,,,,,,,,,
ED778330XPvAibaEXe8QSVVyFBgPn+Y1PVepujPZ, KHMT2018,,,,,,,,,,,,,,
ED80564AXPvAibaEXe8xN1Ehxu1cb/HafcQUGyCV, KHCL2019,,,,,,,,,,,,,,
ED8A265BXPvAibaEXe/i44g6992J08h5OAj9k8hf, ATTN2019,,,,,,,,,,,,,,
ED8B6FDAXPvAibaEXe/yXiKgsgy0sshZGK4jNu7q, ,,67.0,44.0,,,,,,,,,,,
ED92FEECXPvAibaEXe8ndFTCadX+eB21n+qh0yUJ, KHMT2019,,,,,,,,,,,,,,
ED940AE5XPvAibaEXe/sW+jVmHnQGmpcv505KQtY, KHMT2016,,,,,,,,,,,,,,
ED969016XPvAibaEXe+72vl6t/d8GRNRptD8pZn8, CNTT2017,,,,,,,,,,,,,,
ED9C52B9XPvAibaEXe+oAybUv81bbjsBgUnuLAOx, TMĐT2016,,,,,,,,,,,,,,
EDA6A06DXPvAibaEXe8CSUzma4ok0hjQSt+u/hF3, KTMT2016,,,,,,,,,,,,,,
EDAB05C6XPvAibaEXe+6mZaWgr2AGUCEjNew/JCC, TMCL2019,,,,,,,,,,,,,,
EDAC596CXPvAibaEXe94sKKoWENjB2iDnzzjD2sC, ATCL2019,,,,,,,,,,,,,,
EDAE4C9DXPvAibaEXe/3Z2K7mhA0JcsZJH7D3X9Z, MTCL2015,,,,,,,,,,,,,,
EDB87E47XPvAibaEXe8CWH5HVeMbznAaxit1PTmI, MMTT2018,,,,,,,,,,,,,,
EDBA793DXPvAibaEXe8n6FFpptVzUqm+dEZBBg2Q, KHTN2015,,,,,,,,,,,,,,
EDCBE75AXPvAibaEXe/R8wKTWV7vqixmixkIsy0+, ATCL2019,,,,,,,,,,,,,,
EDCC64D1XPvAibaEXe/8VZV/juG2bdfSnocaH4UD, CNCL2018,,,,,,,,,,,,,,
EDD0F071XPvAibaEXe+BHZkA9XgGXcEipjLDOZCD, ,,97.0,93.0,100.0,,,,,,,,,,
EDD75437XPvAibaEXe+wVOsoF63SsHheVwOKF/JA, KTPM2016,,,,,,,,,,,,,,
EDEB713AXPvAibaEXe8WxPcntbnysgXVSCxQzpoQ, CNCL2019,,,,,,,,,,,,,,
EDECD516XPvAibaEXe8XLyAGr26H47fo2FXNAtzy, HTTT2017,,,,,,,,,,,,,,
EDEFA091XPvAibaEXe/VTtmkh7JuOjrC0zlUF0P7, CNTT2014,93.0,100.0,,,,,,,,,,,,
EDF309ECXPvAibaEXe/a4DMmDlc8UNJ4wQAHL8Ox, TMĐT2018,,,,,,,,,,,,,,
EDF935D9XPvAibaEXe/KP8Z+xE/sYz8OsCVcSuhF, CNCL2019,,,,,,,,,,,,,,
EDFA6738XPvAibaEXe+E+n9mGyneJ55jlMA9wDiQ, MTCL2015,,,,,,,,,,,,,,
EDFD99D9XPvAibaEXe86ShnmDByrm2bhjZioKmj+, MMTT2016,,,,,,,,,,,,,,
EE06D60CXPvAibaEXe/Nq24Gaz1feT3UfTc6pFUf, ATTT2017,,,,,,,,,,,,,,
EE124006XPvAibaEXe+x/3KKGWxYH5eE8fYkddOq, MMTT2016,,,,,,,,,,,,,,
EE25A9E6XPvAibaEXe8a4mdANazFZDH5DQK1A90v, KTPM2015,,,,,,,,,,,,,,
EE265324XPvAibaEXe+LbmSTUWVMuN9JGubK2wEz, MMTT2016,,,,,,,,,,,,,,
EE2CD7AFXPvAibaEXe/kSDDr/jkTQyEWEYQF/mOJ, CTTT2019.1,,,,,,,,,,,,,,
EE2CE003XPvAibaEXe9G2n4phUxISPgKDi7igQgv, ANTT2016,,,,,,,,,,,,,,
EE2F83F4XPvAibaEXe8XU1E8XgQL2A7dywO0E1Ee, ATTN2017,,,,,,,,,,,,,,
EE2FA785XPvAibaEXe/QqI5At3DBgoG7SX8w94UK, ANTT2015,,,,,,,,,,,,,,
EE2FDA0CXPvAibaEXe/mDljlbns7jS3UM2L2H5qQ, KTMT2019,,,,,,,,,,,,,,
EE3143BDXPvAibaEXe+YGniCiyMp06SIwhjZAmno, ANTN2015,,,,,,,,,,,,,,
EE31F64CXPvAibaEXe+ltCXpm838vZEuRuasF3Tl, MMTT2014,77.0,,,,,,,,,,,,,
EE367ADCXPvAibaEXe/GYDluKvKBtdob/uerGd3d, MTCL2018,,,,,,,,,,,,,,
EE3FB9DEXPvAibaEXe8Hc2wHUxgky+fNoO50R73N, CTTT2019.2,,,,,,,,,,,,,,
EE47251EXPvAibaEXe9mjVtuyMJi9C2jgkRqG68j, CNTT2015,,,,,,,,,,,,,,
EE51E37BXPvAibaEXe+9uXUaDIzyiJ6BTPmwbmav, CNTT2017,,,,,,,,,,,,,,
EE78962CXPvAibaEXe8CYkXkPteanKcDp5dBUB8+, HTCL2019,,,,,,,,,,,,,,
EE7B46F2XPvAibaEXe+7P4TS0/ikVUK469OKcPDA, KTMT2016,,,,,,,,,,,,,,
EE84609CXPvAibaEXe+SgbKufUiN7G6cFGP9m7xj, CTTT2015,,,,,,,,,,,,,,
EE8AAA61XPvAibaEXe+iXJpjy6UOMCQyv6gM3wi9, KTMT2014,77.0,,,,,,,,,,,,,
EE924387XPvAibaEXe+e2tIVVtPhOY8c72tyD56z, KTMT2019,,,,,,,,,,,,,,
EE98DE11XPvAibaEXe+1P/4gNbgrecMcGsUFy/kO, ,,83.0,63.0,,,,,,,,,,,
EEA051F3XPvAibaEXe+GapkXz3RH2Mmu541Rp665, MMTT2018,,,,,,,,,,,,,,
EEA07E87XPvAibaEXe94sdmGYWWl8FV3PndH7Ouw, ATCL2019,,,,,,,,,,,,,,
EEB422BFXPvAibaEXe98bEweMyJa5lg/m/lUaigq, CTTT2019.1,,,,,,,,,,,,,,
EEB70E6EXPvAibaEXe9QSg4kScpiF91FkmqzIGab, MTCL2018,,,,,,,,,,,,,,
EEB7E57CXPvAibaEXe9mCnb3+Zz/PR/yLHcxRw1n, HTTT2014,70.0,,,,,,,,,,,,,
EEC00E89XPvAibaEXe/tHzSgYcYugqSpbrxe9Ibr, HTCL2018,,,,,,,,,,,,,,
EEC34F7CXPvAibaEXe86krjHGvaiW/vdqnql4K3E, KTMT2014,79.0,,,,,,,,,,,,,
EEE5C99BXPvAibaEXe9UJtBa/m0OMudGy/PcN/XG, KHCL2019,,,,,,,,,,,,,,
